ID,ResponseId,age,child_age,sex,n_children,child_gender,residence,LocationLatitude,LocationLongitude,EER_text,ERQ_1,ERQ_2,ERQ_3,ERQ_4,ERQ_5,ERQ_6,ERQ_7,ERQ_8,ERQ_9,ERQ_10,RRS_1,RRS_2,RRS_3,RRS_4,RRS_5,ERQ_mean,RRS_mean
79069,R_8uKF3pjzIh6huo1,37,6.0,2,3.0,1.0,"פ""ת",,,"יש המון דברים שקורים בתקופה הנוכחית, לילדים ומבוגרים כאחד, שאינם בשליטתנו, אז זה אולי יכול להוריד מהווליום של הרגשות השליליים",5.0,3.0,6.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,4.1,2.2
17130,R_1IBppk5rd30DFym,45,10.0,2,3.0,1.0,ארז,,,"אמא יקרה,
זאת לא אשמתך שיש אנשים רעים בעולם, זאת לא אשמתך שיש מנהיגים בישראל שהפקירו אותך ואת משפחתך לגורלם, את ישנת בשקט כי הבטיחו לך שאת יכולה לישון בשקט, אילו ידעת אפילו משהו קטן שירמוז שזה מה שעומד לקרות לא היית נשארת שם אפילו לא שבריר שנייה",4.0,4.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.6,2.0
08387,R_BM532aRikHAVyVj,37,4.0,2,2.0,2.0,ארז,,,אני בסדר. תודה.,5.0,3.0,4.0,1.0,5.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,3.2,2.0
57617 ,R_3kjm2HIhDIsCuiA,33,6.0,2,3.0,1.0,ארז,,,"אנחנו בטוחים
אנחנו שלמים
אנחנו יחד
נשקם הכל",6.0,5.0,3.0,3.0,2.0,4.0,6.0,5.0,2.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,2.8
05062,R_1INsalk0Om3gnL1,48,7.0,2,2.0,1.0,תל אביב,,,"חייבת להיות יותר סלבנית, לחבק, להכיל",4.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.5,3.2
48888,R_3JsyEihJrSJm9MS,40,10.0,2,3.0,2.0,מודיעין,,,"התקופה האחרונה היא תקופה של חוסר ודאות בכל מקום מסביבנו מה שגורם למתח רב ולסביבה לא נעימה בשל המתח, כל אחד חווה את המתח בצורה שונה ופורק אותו בצורה אחרת, וצריך לתת לילדים דרך לפרוק את המתח ולא אחד על השני. לנסות להחזיר את הגבולות ואת השגרה שהלכה לאיבוד בתקופה האחרונה.",6.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,4.2,2.0
50747,R_3JkJKWd9AYU6z2x,31,2.0,2,2.0,1.0,חדרה,,,אין לנו ארץ אחרת. זו המדינה שלנו. וזו לא סיסמא. זה פשוט ככה.,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,1.0
81382,R_2xA9uGvo6VtGzgc,51,16.0,2,2.0,1.0,רמת גן ,,,"זה רגע בחיים שבו כל מה שהאמנתי בו נמצא בסימן שאלה 
כל הליברליות יפת הנפש, המחשבה על האם האדם טוב מיסודו 
האנושות , השטחיות , היהירות דופקת כל יום בדלת הבית הפנימי שלי 
אני מזכירה לעצמי את הליבה שלי ,את האמונות שלי 
את היכולת שלי לראות כל אדם באשר הוא ולאהוב את מה שאני רואה 
בלי שיפוטיות ובלי ביקורת 
להיות אדם מטיב להיות הורה מטיב זה מה שאני יודעת להיות זה המהות שלי וכשאני מחוברת לזה משם אצליח לעשות שינוי במצב 
",2.0,6.0,6.0,2.0,5.0,6.0,6.0,6.0,3.0,6.0,1.0,2.0,3.0,2.0,1.0,4.8,1.8
81977,R_3R3q8hALyBRtVgv,46,9.0,2,3.0,1.0,חיפה,,,"את בסדר. את לא יכולה ולא צריכה להיות איתו 24/7. לשחרר אותו ולסמוך עליו זה מה שהוא צריך כדי לגדול וכדי שיוכל לסמוך על עצמו.אנחנו באזור שקט מבחינת התראות. הוא יודע מה לעשות אם קורה משהו.  זה לא חוסר אחריות, זאת לא נטישה, זה הדבר ההפוך לתת לו לגדול. ",2.0,3.0,4.0,2.0,6.0,1.0,6.0,6.0,2.0,5.0,2.0,2.0,3.0,1.0,2.0,3.7,2.0
01171,R_25z1aGfQoz4ltRo,52,15.0,2,3.0,2.0,יקנעם,,,"ילדה יקרה שלי,
אנחנו חייבים לשמור על עצמנו ולהתחיל בשיגרת מלחמה 
אנחנו צריכים לחייך ולשמוח בשביל הנפש שלנו.
",7.0,5.0,6.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
22283,R_9Kzy96bBJzjIk01,25,4.0,2,2.0,1.0,תל אביב ,,,אני העברתי את הגן שלהם בשבילם כדי להיות במקום שיש מרחב מוגן ובבית אין וגם יש להם דודים וסבא וסבתא מסביבם שנותן להם עוד אהבה ותשומת לב שאבא לא בבית ואמא יכולה יותר לתת להם תשומת לב כי יש פחות עבודת בית ,6.0,6.0,6.0,3.0,6.0,4.0,5.0,5.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,4.8,2.0
13537,R_RCYaUgmBYawWVOh,33,1.0,2,1.0,1.0,חדרה,,,"הדבר היחידי שנתן לי אנרגיות היה לחשוב שאני עושה הכי טוב עבורו, שאני אימא טובה, ושכל מה שבשליטתי יהיה בסדר ❤️",6.0,4.0,6.0,4.0,4.0,2.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0
63011,R_9BornnJG0aU1owF,34,5.0,2,3.0,2.0,דירה בחיפה,,,"זה לא ימשך לנצח 
גם אם את לא יכולה לחייך ולהתנהג כרגיל תיהיי חזקה עבור הילדים שלך",6.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,4.2,2.4
09666,R_qDaiQgXgHdQoHKh,32,3.0,2,2.0,1.0,חדרה,,,"את אמא טובה, את אמא מכילה
וגם לך מותר להתפרק ולהגיד שקשה לך.
את עדיין טובה.",6.0,3.0,6.0,3.0,2.0,4.0,6.0,6.0,3.0,6.0,3.0,2.0,3.0,3.0,3.0,4.5,2.8
69640,R_1g0FkaIjXTzncf9,26,0.0,2,1.0,2.0,חדרה,,,"אני חזקה, צהל חזק, מדינת ישראל חזקה ואנחנו ננצח",4.0,1.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.4
28680,R_27JZL0I4H7dlbEp,38,7.0,2,2.0,1.0,תל אביב,,,"אני ממש מקווה שנעבור את זה כשכולנו בחיים, ונזכה לעשורים רבים של שקט אחרי המלחמה הזאת.",4.0,6.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,4.3,3.2
501905,R_233iKEU1pg3EDuY,30,0.0,2,1.0,1.0,לוד,,,"אלרז היקרה 
נכון שבעלך נמצא כעת בעזה במלחמה
אבל אל תדאגי הוא יחזור אליכם בשלום אחרי הכל",6.0,5.0,5.0,5.0,6.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
41110,R_3PsLbaZqSmdRgxh,43,6.0,2,1.0,1.0,גבעתיים,,,"יש דברים שהם לא בשליטה שלנו ואת רק מנסה לעשות את הכי טוב שאת יכולה
",4.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,3.0,3.8,2.0
95293,R_3kbL9NMhMv6MK2V,35,6.0,2,3.0,2.0,משמר הנגב,,,"את עושה הכי טוב שאת יכולה. המצב הזה קשה לכולם, גם לך וגם לילדים. מותר לך להיות אנושית ולכעוס, רוב הזמן את משתדלת להכיל את הקושי ולפעמים המיכל עולה על גדותיו..",6.0,2.0,6.0,1.0,6.0,1.0,6.0,6.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,4.2,1.4
212052,R_2covGKYr9fRVMD0,36,4.0,2,3.0,1.0,תל אביב,,,"ישנם דברים שבשליטתך וישנם דברים שאינם בשליטתך. את עושה את ההכי טוב שלך, אני נוכחת איתם באמת, קשובה ומגלה המון אהבה כלפיהם וזה חזק יותר מכל רגש אחר שמלווה ברקע. הביחד המשפחתי שלנו הוא הניצחון שלנו.",6.0,3.0,6.0,1.0,1.0,5.0,6.0,6.0,6.0,6.0,2.0,1.0,3.0,4.0,3.0,4.6,2.6
06178,R_2OPYiispAKQjuS9,33,5.0,2,3.0,1.0,חיפה,,,אין...נשברה האמונה בממשלה הזאת ,4.0,6.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,1.0,2.0,4.1,1.8
47088,R_3Jx5Fux30ysX7c3,50,12.0,2,1.0,1.0,תל אביב,,,"הי,
ביום שבו חזרה הבת שלי ללימודים קרה הדבר ממנו חששתי, ילדים.ות מכיתתה דיברו על ארועי ה7 לאוקטובר ותארו את הזוועות. ידעתי שזה עלול לקרות ולכן הכנתי אותה, כנראה שהמפגש עם הזוועות היה מגיע במוקדם או במאוחר, הרצון להגן עליה ברור לי וחשוב לי אבל החיים לא תמיד מאפשרים זאת. אני יודעת שהשיח שניהלנו אחרי היה משמעותי וחשוב, בעיקר הרגשתי שהיא קיבלה כלים נוספים להתמודד עם המציאות בה אנו חיים בישראל. 
מזל שאני אישה אופטימית, והיא ילדה רגישה אך חזקה. נעבור בתוך הקושי הזה ונצמח ממנו. ",6.0,2.0,5.0,1.0,6.0,2.0,6.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,4.1,1.0
73372,R_3egynK93Nq7eTMP,36,9.0,2,3.0,1.0,חיפה,,,"אריאל נהנה בחוג, גם בזמן האזעקה. הוא היה במקום מוגן ובטוח וקיבל את התמיכה והכלים הכי טובים שהיה אפשר באותו הרגע.",5.0,2.0,5.0,2.0,5.0,1.0,6.0,5.0,2.0,6.0,2.0,2.0,2.0,1.0,2.0,3.9,1.8
54493,R_2uX8LwvRviznYqV,40,15.0,2,6.0,2.0,ירושלים,,,אסביר לעצמי שזה נבע מתוך לחץ וחשש מכל מה שראינו. זה נבע מדאגה ולא מרצון לשליטה,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,4.4,1.6
88027,R_3M5S0tuCgaYJlWH,52,10.0,1,2.0,2.0,תל אביב,,,"אני מודע למגבלות וליכולת שלי להשפיע ואני משתדל להיות שם כמה שאפשר בשביל לאזן את תחושות הפחד והחרדה. אני מנסה לייצר להן בועה של נורמליות מצד אחד. ומצד אחר, לנסות להחזיר אותן למסלול יותר פרקטי ומציאותי של שיחות על המצב והצורך להמשיך בשגרה כמה שיותר דומה ליום שלפני. שכוללת פעילויות מחוץ לבית, השתתפות במסגרות, האפשרות של מתן עזרה מידי פעם והשתתפות בהתנדבויות.",5.0,2.0,6.0,4.0,6.0,5.0,7.0,5.0,6.0,5.0,3.0,4.0,3.0,4.0,3.0,5.1,3.4
43352,R_3fCV5EOIaW3DTfu,56,18.0,1,5.0,2.0,גבעת שמואל,,,הי6ת ואין שליטה על המקרה צריך לעשות את הנדרש ולהאמין שהכל לטובה,1.0,1.0,3.0,3.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.4,1.0
58846,R_2zCK1mIVgdrY9SS,38,15.0,2,1.0,1.0,תא,,,אין שום דבר מקל פה. אני גרועה!!!,1.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,2.0,2.0,2.0,2.5,1.8
54420,R_1H8FSfOmyv22R6u,33,2.0,2,1.0,2.0,אשקלון,,,"אני אומרת לעצמי שזה מצב שנכפה עלינו ולא יזמנו אותו. אם היינו יוצאים בזמן אחר לא היה מבטיח שלא תתפוס אותנו אזעקה. עזבנו את אשקלון בגללה ולמענה. כי האזעקות והבומים הפחידו אותה מאוד. אם היא לא הייתה כנראה שלא היינו עוזבים. אנחנו יכולים להתמודד. 
ובסוף הכל היה בסדר. והיא בסדר. וזה טוב שברחנו.",5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,2.0,3.0,3.0,4.0,4.0,5.8,3.2
48639,R_SV3aa5ZZui6MSxb,35,7.0,2,3.0,1.0,יקנעם,,,"את מתמודדת כבר תקופה ארוכה בלי בעל בבית, הילדים בלי אבא בבית. טבעי שיש קשיים, טבעי שיש מריבות וצעקות וזה בסדר. את עושה את הכי טוב שאת יכולה!!",7.0,5.0,4.0,2.0,7.0,1.0,4.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,4.1,1.4
79637,R_1onBD1SxCjtrxhT,34,7.0,2,1.0,1.0,רמת גן ,31.9192,34.8629,אני יודעת שעשיתי מה שאפשר. בתחילה נסיתי להרחיק אותו לדבר על דברים אחרים. ירדנו מהאוניה לסיבוב קצר. קנינו מזכרת. בהמשך הבנתי שאני צריכה לעודד עשייה. אז אני שמחה שהתנדבנות וארזנו שקיות ביגוד וצעצועים למפונים. הכנו ברכות לחיילים ועזרנו באריזות מזון ,5.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.8,1.4
44272,R_usSc8bI9jwwZjk5,35,3.0,2,2.0,1.0,"חיפה, עברתי להורים",,,"לכל אחד קשה עכשיו, הקושי מתבטא ברמות שונות. זה שקשה יותר למישהו אחר לא מבטל את הקושי שלי.",7.0,5.0,6.0,2.0,5.0,5.0,6.0,5.0,5.0,5.0,2.0,1.0,2.0,1.0,1.0,5.1,1.4
02021,R_VWopsfOds8amQ5b,32,1.0,2,2.0,2.0,חדרה,,,איך שגילית את החום- לא זזת ממנה לרגע במשך שבוע,7.0,4.0,7.0,1.0,4.0,1.0,5.0,4.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,4.1,2.0
71120,R_3g8bqKl9OA8NAh1,36,7.0,2,3.0,2.0,נשר ,,,"את אמא מדהימה
את ממדרת ממנה את מה שאפשר עד כמה שאפשר
את ממסכת ממנה כמעט את כל העולם הנורא שבחוץ
",7.0,4.0,5.0,1.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,3.7,3.6
64091,R_1QzUEJJdDsTPFKh,55,12.0,2,2.0,1.0,לא עברתי,,,"אני כמה שברצוני לשנות את המצב אין יכולת לכך מה שהכי נכון זה לדאוג לחוויה רכועה במסגאת הבית לשמור על שיגרה ולהיות שמח .
כך האנרגיה תעבור לבני הבית והכל יהיה לטובה ",7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,4.0,6.0,1.0,1.0,2.0,1.0,1.0,6.3,1.2
26450,R_1OGOB8Qt4Rd2Das,44,6.0,1,2.0,2.0,כרמיאל,,,"בסך הכל לאור המצב, תפקדתי בסדר גמור. הצלחתי להיות רגוע ליד הילדים ולשחק איתם, כדי להסיח את דעתם ידעתי מהמצב",5.0,2.0,5.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,3.5,2.0
83304,R_1LTYeuOofKt64eQ,33,6.0,2,2.0,1.0,בית אריה ,,,"אני מבינה שתקופה לא רגילה, ואני לא יודעת מי רוצה יותר את הביחד אני הוא הילדים קשה לי גם לשחרר אותם לחדר שלהם. ואני מקווה שהביטחון יחזור אינו כמו שהיה לפני ה7 באוקטובר. אני גרה בסמוך לישובים ערבים ויש לי חשש שדבר כזה עלול לקראות גם כאן. לכן אני מעדיפה להיות כמה שיותר קרוב לילדים שלי ולשמור עליהם. ",6.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,2.0,2.0,2.0,4.5,2.4
81682,R_3JDiHT8bFRzXmwY,40,6.0,2,2.0,1.0,תל אביב,,,"את נמצאת בסיטואציה מאתגרת, מנסה לעשות הכי טוב שאת יכולה. הילדה שבך צריכה חיבוק כדי שהאמא שבך תוכל לחבק את הילד שלך",4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,3.7,3.0
45854,R_2wjAw28YPJKcRxo,40,4.0,2,2.0,1.0,כפר החורש,,,"לא חושבת שיש משהו שיתן לי להרגיש טוב יותר.
זה דבר טבעי שאירועים כאלה הורים רואים דרך הילדים שלהם.
אין משהו שיחול למחוק או לשנות את זה. גם בימי שגרה, כאשר נתקלתי בידיע על אירועים שמעורבים בהם ילדים, תעונת דרכים, שרפה, לא המשכתי לקרוא או לראות מאחר ואני ישר עושה השלכה על הילדים שלי והקושי להתמודד עם האירועה גרם לי לברוח מהידיע.
מה שקרה ב 7/10 לא מאפשר לברוח. זה נמצא בכל מקום, המפגש עם זה הוא בבוקר , במהלך היום ועם זה גם הולכים לישון. חיים עם זה מאותו היום",4.0,7.0,4.0,6.0,7.0,7.0,4.0,4.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,5.4,1.0
58989,R_31TMMPW1RDENRfY,33,6.0,1,1.0,1.0,כנרת,,,"זה זמני, זה יעבור. אתה תמשיך לעשות הכי טוב שלך",6.0,5.0,7.0,1.0,5.0,3.0,6.0,6.0,6.0,6.0,1.0,1.0,3.0,1.0,2.0,5.1,1.6
85440,R_27d80AZB5RNLxHl,24,0.0,2,1.0,1.0,בית שמש,,,"שקד יקרה, את נמצאת במצב לא נורמלי לאימא צעירה לתינוק בן חצי שנה. למעלה מחודש את מתעוררת כמה פעמים בלילה, מניקה, מחתלת, מחבקת - זה הגיוני שתהיי עייפה ואפילו מותשת, זה הגיוני שתצטרכי להיעזר בהורים שלך. המצב שאת נמצאת בו הוא טבעי ואת משתדלת לתפקד הכי טוב שאת יכולה בתוך כל המצב הלא פשוט והמלחיץ הזה.",5.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,1.0,5.0,4.0,3.0,3.0,4.0,3.0,3.2,3.4
28376,R_1PXVbxHEdZx57gv,45,11.0,2,5.0,2.0,יקנעם,,,"אני מבינה את הפחד שלך,הוא לגיטימי. זה בסדר לפחד,תנשמי,תעשי דברים שעושים לך טוב,תהיי בחברה טובה ותתנתקי מלשמוע חדשות",5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.5,3.2
55015,R_eYc6bmGQIYFweOt,32,3.0,2,2.0,1.0,פתח תקווה,,,"את אמא טובה, את מקנה בטחון לילדים שלך ועוטפת אותם בחום ואהבה אינסופיים ",5.0,2.0,6.0,2.0,7.0,2.0,6.0,5.0,5.0,7.0,1.0,2.0,2.0,1.0,1.0,4.7,1.4
20220,R_1eFw51HKklOkl0J,29,3.0,2,1.0,2.0,חולון ,,,"את לא אשמה במה שקרה , תסתכלי קדימה ותודי על מה שיש לך . ",7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.4,4.0
96833,R_3MbNH27TXI9CoKn,37,3.0,2,2.0,1.0,תל אביב ,,,את אמא טובה. עשית את הכי טוב שיכולת בהתאם לנסיבות. השארת את התינוק עם שכנה שאת סומכת עליה ותידרכת אותה למקרה שתהיה אזעקה שתעזר באמא שלה שתקח את התינוק על הידיים. ובסוף הכל היה בסדר. הוא לא נלחץ. היה במקלט עם כל השכנות ששיחקו איתו. והצלחת להיות שם עבור הילד הגדול שגם היה צריך אותך. ,7.0,4.0,7.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,3.0,2.0,4.9,2.2
78971,R_1gkjAzVH3dREyLW,33,4.0,2,2.0,2.0,רחובות ,,,"אני גיבורת על, אמא אלופה, אני הביטחון לילדות שלי ולבעלי שמסכן את חייו. אני מחזיקה את כולם וזה בסדר לפחד לבכות ולתת מקום גם לעצב. נעבור את הכל ויבואו ימים טובים יותר. מדמיינת את עצמי מספרת לבנות על התקופה הזאת בלשון עבר.",7.0,3.0,7.0,1.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,4.0,3.0,1.0,2.0,4.2,2.2
30412,R_Q0nYx7nWOI7p6w1,29,3.0,2,1.0,1.0,פתח תקווה,,,"יקרה שלי, אהובה שאת...
אולי נדמה לך שהכל קשה עכשיו, שהעולם חרב ומפחיד
אבל מפה נראה את התקומה האמיתית. 
יתגלו הפנים היפות של עם ישראל, האהבה, האחדות!
תזכרי שהכל נעשה מסיבה מסויימת וכמו כל דבר שלא היה ברור בחייך ובסוף התגלה לטובה 
אחרי ירידה מגיעה עלייה ואת חייבת להיות חזקה בשבילך ובשביל הסובבים אותך.",5.0,5.0,6.0,7.0,7.0,6.0,5.0,4.0,7.0,5.0,2.0,2.0,4.0,2.0,3.0,5.7,2.6
55857,R_3kH43rnNNMvaiEG,40,13.0,1,3.0,2.0,ירושלים,,,"המקרה שקרה, זה משהו חד פעמי. בגלל הלחץ המצטבר והרבה מאוד אמוציות קשות שצברת מתחילת המלחמה. אתה התפוצצת, אבל זה פנצ'ר, זה לא באמת אתה. אתה יודע לשלוט על הרגשות ול לצעוק על הילדים. גם כך קשה לילדים. ",6.0,4.0,3.0,1.0,5.0,2.0,4.0,3.0,6.0,3.0,2.0,2.0,4.0,2.0,3.0,3.7,2.6
20831,R_3IVOxOGF2AyTFY2,40,3.0,2,1.0,2.0,חיפה,,,"את בת אדם היית עייפה לא חשבת עד הסוף ניסית למצוא פתרון מהיר.
למדת מזה.
",7.0,4.0,7.0,3.0,4.0,2.0,6.0,6.0,2.0,6.0,2.0,3.0,3.0,3.0,3.0,4.7,2.8
600909,R_2qmlSraGFC0QzxE,36,3.0,2,2.0,1.0,כפר החורש,,,"מותר לך לאבד סבלנות, להיות אמא שונה מהשגרה וממה שהיית רוצה להיות. אנחנו חיים במציאות מורכבת כבר 5 שבועות, היגיוני שגם היומיום שלך יהיה מורכב.",1.0,4.0,5.0,1.0,7.0,4.0,7.0,7.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,4.6,1.2
59779,R_3Rm7gKNTTEZDfOV,30,1.0,2,1.0,2.0,חדרה,,,"כל המדינה הייתה צמודה לא פחות לחדשות, כולם עצובים, כועסים ומתוסכלים בדיוק כמוני. המציאות הזאת קשה וגם אני בן אדם.",7.0,1.0,7.0,1.0,5.0,1.0,4.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,3.5,2.2
31528,R_3GwzvHPw3zJFphf,35,6.0,2,1.0,1.0,חולון,,,הכל זה זמני בסופו של דהר יהיו זמנים יפים יותר,4.0,4.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.4,1.8
40834,R_12fM3L48Fb9REkx,41,10.0,2,2.0,1.0,אילת,,,"אני יכולה להסתמך על צ""ל, יש לנו מקלט בבניין.  עוד מעט יבוא השקט ונחזור לחיים הרגילים ",3.0,3.0,3.0,1.0,5.0,3.0,6.0,6.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.6,2.4
02570,R_3QK2JcbLkUyEjYc,44,11.0,1,6.0,1.0,ירושלים,,,"אין מה להרגיש אשם. שלחתי אותו למשפחה כדי שיהנה ואני לא מתחרט.
סתם זה גבה ממנו מחיר",2.0,6.0,2.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,4.8,1.4
41991,R_3iRofgGFnxLLcrv,35,0.0,2,2.0,1.0,תל אביב,,,"יהיה בסדר. עשית את הכי טוב שיכולת במצב הזה.
הוא יחזור והכל יסתדר.",4.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,4.0,2.0,2.0,3.0,2.0,3.0,2.8,2.4
85425,R_A6QdIMHtruFk5Jn,35,3.0,2,1.0,1.0,גבע כרמל,,,"תזכרי שאת עושה את ההכי טוב שלך
שהרבה פעמים את צריכה לתפקד גם כאמא וגם כאבא, ועל הדרך להשתדל לא לשכוח את עצמך.
טעויות קורות למי שמנסה, כמו שאת אומרת לילד, ככה תקשיבי גם לעצמך. 
מי שלא מנסה לא טועה",2.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.7,2.6
51214,R_BGpTXRTHRw1hnbP,34,3.0,2,1.0,2.0,חיפה,,,"עברנו את פרעה, נעבר גם את זה",7.0,3.0,7.0,1.0,7.0,1.0,7.0,7.0,3.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
28491,R_1mCTcsgoGbvLzT3,35,12.0,1,4.0,2.0,לא,31.7674,35.2186,היי אחי אתה בתקופה מטורפת יש מלחמה בחוץ אחים שלך נרצחים זה הגיוני החוסר איזון אבל תנסה לשמור על הבית שלך כמה שיותר בתקופה הזאת,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
41812,R_22K9DTHsWBrDYVx,42,16.0,2,2.0,2.0,דירה,,,"הכל זמני וזה יעבור
תמשיכי לדבר עם הילדים ולהסביר להם את חשיבות הלמידה הפרונטלית גם בתקופה זו",6.0,5.0,6.0,1.0,5.0,2.0,6.0,6.0,3.0,5.0,2.0,2.0,2.0,1.0,2.0,4.5,1.8
58389,R_3fDWcJZkJelqQsY,43,8.0,2,3.0,2.0,באר שבע,,,"הפחד הוא לגיטימי , ניסינו לחשוב מה ירגיע אותה ובחרנו להתקלח בטווח הדקות שבהן אין אזעקות בדר""כ. זה לגיטימי לפחד אבל לא לגיטימי להימנע מפעולות ולכן טוב שהתעקשתי. ",5.0,4.0,5.0,2.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.2,3.6
11769,R_26flE4p2neJrBMR,28,2.0,2,2.0,1.0,שדה יעקב,,,יהיה בסדר❤️ הוא עדיין קטן וכנראה שלא יזכור בכלל את התקופה הזאת.. הןא עטוף בכל כך הרבה אנשים שאוהבים אותו ודואגים לו.,6.0,7.0,7.0,2.0,7.0,5.0,7.0,6.0,7.0,6.0,3.0,1.0,2.0,1.0,1.0,6.0,1.6
466685,R_3FR0JzHzvuQq6hq,42,8.0,1,4.0,2.0,גבעת שמואל ,,,"אבא יקר
אתה לא יכול לקחת על עצמך דברים שאין לך שליטה עליהם, הרגעת הסברת, ניחמת ועשית כמיטב יכולתך, הילדה שלך נרגעה כן זה לא טבעי שיורים עלינו טילים אבל זו המציאות וננצח איתה",5.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,1.8
64777,R_1mF8dX6rA3MpSVV,32,3.0,2,2.0,2.0,חיפה,,,"אין נכון או לא נכון.
אנחנו עושים הכי טוב שאנחנו יכולים.
הלוואי שהמציאות היתה אחרת אבל זה לא בידים שלנו.
להמשיך להיות אמא, לשמור על השגרה ולתת תחושת בטחון לילדים זה הדבר הכי טוב שנוכל לעשות.",6.0,2.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,3.6,1.6
78909,R_1eCWXFKa15fxGz9,30,0.0,1,1.0,2.0,באר שבע,,,אין הרבה מה להגיד על מעשה כזה..,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,4.2,1.4
52120,R_24eCNCvghvVEurP,34,13.0,1,7.0,2.0,בני ברק,,,לא רלוונטי,4.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,3.9,1.0
